tx_id	gene_name	undepleted_1	undepleted_2	ribozero_p	ribozero_p_o	ribozero_p_f	ribozero_p_of	qiagen_fastselect_1	qiagen_fastselect_2	ribopools_1	ribopools_2	ribopools_no_heat_1	ribopools_no_heat_2
ENST00000395340.5	DIDO1	40	36	43	3	3	17	70	101	74	103	187	200
ENST00000541917.6	KIAA2012	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000272647.9	AMMECR1L	15	17	16	6	0	4	25	25	23	33	65	63
ENST00000369850.7	FLNA	318	289	500	51	28	32	663	795	668	843	1572	1585
ENST00000409544.5	ZNF638	92	72	121	4	8	1	172	201	170	214	379	417
ENST00000329312.4	CYLC1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000374139.6	DRGX	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000367679.6	CACYBP	485	456	695	42	63	36	1135	1254	992	1304	2632	2537
ENST00000409757.8	TBC1D14	31	19	54	5	5	19	78	63	77	81	155	156
ENST00000382599.8	PPP2R2C	0	0	0	0	0	0	0	0	1	0	0	0
ENST00000456909.5	STK11IP	29	24	56	1	7	6	67	88	57	78	138	137
ENST00000595228.3	SCGB1C2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000376101.2	PRAMEF19	2	1	7	0	0	0	8	9	4	10	12	12
ENST00000641925.1	OR2T2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000422806.1	NKX1-1	0	0	0	0	0	0	0	1	1	1	1	0
ENST00000317011.7	FOXR1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000368704.5	S100A16	0	0	0	0	0	0	0	0	0	0	2	0
ENST00000440172.5	KIAA1549	0	3	0	0	0	0	2	3	0	0	4	2
ENST00000263177.4	PLPPR5	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000357115.7	LRBA	119	107	155	15	22	12	261	334	248	298	606	625
ENST00000344099.3	ZNF14	11	8	14	0	0	0	21	27	25	15	38	44
ENST00000056217.9	ARHGEF5	0	0	0	0	0	0	1	1	1	0	0	0
ENST00000506447.5	CEP192	63	56	74	12	5	0	115	128	121	150	282	296
ENST00000392845.7	SLC33A1	23	35	36	0	0	0	88	87	69	100	166	205
ENST00000288398.10	TPM1	24	18	42	2	9	12	64	73	69	66	146	171
ENST00000215939.2	CRYBB1	0	0	3	0	0	0	0	1	0	0	2	3
ENST00000275016.2	CYP39A1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000542587.5	LPAR2	0	0	0	0	0	0	0	0	0	0	0	2
ENST00000336576.9	DNAJB2	4	2	4	7	0	0	1	8	2	5	13	11
ENST00000611091.4	MIS12	13	15	2	0	0	0	16	25	21	27	54	46
ENST00000327877.9	CXorf38	9	7	16	5	4	4	36	31	24	41	74	53
ENST00000328119.10	KRT36	0	0	0	0	0	0	0	0	0	1	0	1
ENST00000374662.3	HSD17B8	17	23	56	0	0	0	30	46	42	49	93	87
ENST00000524913.2	ZC2HC1C	3	3	26	0	0	0	11	16	8	8	25	18
ENST00000371132.8	STX16	12	9	19	0	0	0	30	31	30	28	57	73
ENST00000306006.10	ZNF239	14	19	30	6	1	0	49	45	37	51	108	84
ENST00000332585.10	OSBP2	6	6	25	0	0	0	10	15	7	21	40	33
ENST00000313732.8	ZDHHC7	18	14	8	0	0	0	30	39	20	38	67	76
ENST00000381309.7	KDM4C	25	16	47	6	0	2	36	31	43	45	81	72
ENST00000380473.7	TEX26	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000532090.2	AP5B1	28	32	40	0	5	4	58	75	68	80	153	136
ENST00000376936.8	EXOSC10	216	171	309	27	17	13	473	615	455	595	1106	1064
ENST00000310803.9	RASGRP1	0	0	0	0	0	0	1	0	1	0	1	0
ENST00000180173.9	MTMR7	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000313080.8	RHBDF2	2	0	0	0	0	0	6	5	1	2	7	7
ENST00000424340.5	NPIPB5	2	0	1	0	0	0	2	4	2	0	2	2
ENST00000373547.8	PPP6C	144	134	191	23	0	27	332	396	325	422	760	777
ENST00000321867.5	ULK1	12	13	42	0	0	0	24	32	30	38	80	72
ENST00000301141.9	CYP2A6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000394894.7	KIF20A	143	92	196	37	13	10	269	299	248	298	580	600
ENST00000501748.3	ZNF623	10	12	55	0	0	0	29	33	30	36	61	69
ENST00000379829.2	OR10A4	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000376624.7	SPAG6	12	5	12	0	0	0	11	14	11	11	25	22
ENST00000294517.10	AZIN2	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000341541.7	THYN1	71	62	124	8	12	12	176	185	156	199	390	401
ENST00000216075.10	MIOX	0	1	0	0	0	0	0	0	1	0	2	2
ENST00000378396.1	OR5D16	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000301919.8	MSANTD4	25	15	25	3	0	0	47	52	38	48	103	105
ENST00000274255.10	SKP2	58	42	88	7	6	3	148	170	131	154	325	352
ENST00000345847.4	KRTAP4-6	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000358005.7	CCDC32	44	46	83	7	6	1	119	134	107	138	267	272
ENST00000306882.4	CDY1B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000342595.2	NYX	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000358184.6	CTSE	0	0	0	0	0	0	0	0	0	1	1	2
ENST00000361507.4	GAB2	8	14	26	11	0	8	41	31	24	39	87	73
ENST00000204549.8	PDCD7	31	32	97	7	2	0	68	84	83	82	184	163
ENST00000581322.5	PITPNC1	0	0	0	0	0	0	1	1	1	0	0	1
ENST00000391338.2	ZRSR1	3	2	1	0	2	0	8	5	3	11	14	16
ENST00000265433.7	NBN	86	75	119	12	7	4	177	172	142	163	381	383
ENST00000216639.7	VRK1	204	179	289	22	31	19	433	466	408	514	989	1000
ENST00000246635.7	KRT13	0	2	0	0	0	0	1	1	0	3	3	4
ENST00000259845.4	PSORS1C2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000372999.5	TOX2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000505747.5	THUMPD2	20	22	28	6	0	0	34	52	38	36	115	92
ENST00000455827.1	CLEC2A	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000230050.3	RPS12	791	661	1200	149	34	46	1697	2079	1546	1945	3827	3873
ENST00000336294.9	TMEM39B	47	35	71	8	1	5	79	92	74	84	188	181
ENST00000517399.2	VASH2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000396496.6	CCDC125	8	11	21	5	0	0	42	30	28	36	84	70
ENST00000405709.6	IMMP2L	30	28	69	6	6	15	62	71	61	75	133	135
ENST00000369893.9	SFXN2	20	16	22	6	7	0	33	46	39	54	83	66
ENST00000355112.7	BLM	77	75	154	11	12	12	186	200	146	209	435	460
ENST00000612339.4	TMEM106A	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000515566.1	USP17L19	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000313117.10	SRSF7	647	552	939	91	68	112	1254	1457	1213	1513	2956	2935
ENST00000309957.2	NAXD	8	9	10	0	0	0	17	25	17	22	37	44
ENST00000303586.11	ZNF30	3	2	9	0	0	0	15	16	17	12	28	32
ENST00000356136.7	UVRAG	16	15	7	0	5	0	36	38	25	28	71	57
ENST00000307641.9	NKIRAS2	22	26	42	3	4	6	49	72	57	76	142	152
ENST00000374700.6	AOX1	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000266022.8	RBM6	42	50	95	16	0	6	108	111	94	128	249	242
ENST00000243108.4	HOXC6	0	0	0	0	0	0	1	4	1	0	1	3
ENST00000295767.9	CHCHD4	52	47	110	8	0	3	141	159	122	138	298	309
ENST00000336898.7	GDPD5	4	6	16	0	0	0	9	6	8	13	16	26
ENST00000398004.3	SLC35E3	10	9	22	0	0	0	17	27	13	20	40	55
ENST00000357774.9	ZNF98	1	1	1	0	0	0	1	4	4	2	6	9
ENST00000394441.5	CALCR	1	0	0	0	0	0	1	1	0	1	0	0
ENST00000321276.7	SGPP2	0	0	2	1	0	5	0	1	0	0	0	0
ENST00000025008.9	RB1CC1	40	44	83	20	1	0	104	114	87	118	256	224
ENST00000261980.2	VSX2	0	0	0	0	0	0	0	1	0	0	1	1
ENST00000251775.8	SNX4	49	51	68	7	25	13	126	160	119	149	320	274
ENST00000331113.8	KCND2	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000389567.8	ESYT3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000377698.3	ALDH1B1	88	63	169	11	26	16	197	218	174	212	429	425
ENST00000434507.5	GALNT11	12	10	30	8	0	0	23	17	26	33	50	57
ENST00000315491.11	TUBB3	70	50	79	4	7	9	155	158	104	147	323	301
ENST00000434824.1	RNF148	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000539719.5	ZNF362	0	0	0	1	0	0	3	1	0	0	1	0
ENST00000263088.10	PLD2	9	2	22	7	0	9	25	17	12	23	37	40
ENST00000380392.3	C2CD4B	0	0	2	0	0	0	0	0	0	0	0	1
ENST00000239878.8	UFM1	43	29	49	1	10	13	99	106	67	98	225	189
ENST00000304758.5	AMOT	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000314888.9	TLN1	422	397	616	119	38	73	867	1074	883	1097	2089	2106
ENST00000421967.5	NME6	17	20	41	5	5	1	58	60	49	82	99	128
ENST00000267415.11	TINF2	11	9	2	0	0	0	18	30	21	23	50	52
ENST00000394833.6	SLC39A8	29	21	57	4	0	10	67	74	49	79	145	143
ENST00000563237.2	SPDYE6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000248437.8	TUBA4A	129	115	163	8	4	20	265	297	249	315	583	546
ENST00000411767.6	PTPN13	0	0	0	0	1	0	2	2	0	0	0	1
ENST00000444766.7	INTS2	56	53	93	15	14	14	126	178	134	171	315	326
ENST00000236850.4	APOA1	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000526995.5	TRAF6	63	56	41	14	3	6	136	129	126	169	308	304
ENST00000003100.12	CYP51A1	310	278	515	56	50	25	671	797	599	850	1658	1640
ENST00000452145.6	AGAP9	0	0	6	0	0	0	1	1	1	0	1	2
ENST00000367311.4	PHLDA3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000371158.6	PATJ	0	0	0	0	0	0	0	0	1	1	0	0
ENST00000292035.9	MED27	89	66	143	6	6	14	155	201	158	193	411	417
ENST00000296582.7	TMEM184C	16	11	24	0	0	0	40	51	39	49	96	88
ENST00000392593.8	PLD4	0	0	0	0	0	0	0	0	2	1	1	0
ENST00000302538.9	ABR	0	0	9	0	0	0	0	1	3	0	9	3
ENST00000239690.8	NUDCD1	135	107	165	2	6	12	240	255	215	296	567	590
ENST00000361624.2	MT-CO1	3840	3563	7759	872	835	1084	8680	9300	8660	11935	24228	23917
ENST00000307002.3	OR10G6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000344337.10	KPNA1	79	61	120	6	5	8	170	188	143	196	384	340
ENST00000368152.1	OR10R2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000463117.6	CYP2E1	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000535923.5	PHB2	394	336	541	49	47	18	861	954	781	1015	1942	1936
ENST00000262643.7	CCNE1	48	49	67	4	18	6	97	114	100	134	221	256
ENST00000295759.11	GLB1L	2	1	0	0	0	0	1	4	2	3	5	7
ENST00000308062.7	FRG2C	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000249700.8	TMOD2	4	2	0	0	0	0	5	6	3	10	15	15
ENST00000318129.5	GINS3	29	27	73	8	0	10	58	80	54	71	130	138
ENST00000379638.8	REEP5	79	74	195	13	12	6	166	172	145	186	361	358
ENST00000253669.9	HAUS8	44	29	38	6	0	0	93	90	78	81	183	185
ENST00000397238.6	AGAP3	37	24	47	3	1	15	59	72	49	81	135	131
ENST00000265605.6	ALDH8A1	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000341460.5	SYDE2	5	10	38	0	1	0	12	20	14	21	46	43
ENST00000254301.13	LGALS3	1	1	4	0	0	0	6	5	4	6	13	19
ENST00000611405.4	SRRT	175	162	248	17	14	11	405	467	336	473	961	966
ENST00000335972.10	UBA1	408	314	597	81	70	69	863	1039	782	985	2015	1935
ENST00000219837.11	KNOP1	50	52	122	2	3	16	122	131	114	114	242	223
ENST00000254250.7	THAP1	14	20	18	0	0	0	29	54	25	44	86	81
ENST00000321753.7	FAM109B	1	1	0	0	0	0	0	1	0	1	0	1
ENST00000318225.2	C3orf22	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000477973.3	RYBP	16	20	28	0	0	0	43	53	30	40	79	73
ENST00000296135.10	LZTFL1	18	20	28	4	0	2	28	29	32	32	93	83
ENST00000383788.9	COLQ	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000293851.9	PRSS33	1	0	0	0	0	0	0	0	0	0	0	0
ENST00000334211.12	ARAP1	51	41	42	0	2	3	111	131	102	127	228	265
ENST00000217428.6	SPINT3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000635200.1	HIST1H3D	508	446	798	67	51	36	1052	1265	959	1281	2456	2457
ENST00000316788.11	AP3S1	31	24	22	0	3	3	74	67	65	61	145	140
ENST00000005286.8	TMEM132A	0	0	0	0	0	0	1	0	0	0	1	1
ENST00000367034.4	MRPL18	130	89	207	25	15	20	261	314	254	296	634	620
ENST00000389617.8	GXYLT2	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000615637.2	FOXD1	2	0	0	0	0	0	1	1	1	1	4	1
ENST00000452319.5	GLI2	0	0	0	0	0	0	1	0	1	0	1	0
ENST00000405535.2	TMEM79	4	5	7	9	7	4	10	4	5	7	18	15
ENST00000289619.9	PAGE5	103	94	176	26	4	23	239	270	223	292	570	564
ENST00000322507.12	COL12A1	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000368457.2	PYGO2	35	33	42	9	8	7	67	104	71	90	215	170
ENST00000272425.3	NAT8	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000332438.4	CCR10	4	5	6	0	0	0	3	3	10	9	12	19
ENST00000266556.7	TAPBPL	0	0	0	0	0	0	2	0	0	0	1	5
ENST00000614055.1	GOLGA6L1	0	0	0	0	0	0	0	0	1	2	5	0
ENST00000371160.5	STAG2	228	204	395	63	22	23	534	616	457	598	1230	1267
ENST00000293845.7	CCDC42	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000417547.1	FSHB	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000326764.9	LENG8	74	82	109	13	8	7	162	180	158	197	363	372
ENST00000256925.11	CABLES1	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000317991.9	GRAMD1A	25	16	49	1	7	0	47	61	26	39	87	113
ENST00000369700.3	PRSS35	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000261881.8	TIPIN	83	78	91	16	6	17	168	186	157	201	344	357
ENST00000393238.7	TMCC1	0	0	0	0	0	0	2	0	4	2	5	3
ENST00000328886.4	TMIGD1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000304116.9	ZNF565	4	4	0	0	0	0	3	3	5	8	7	10
ENST00000588649.6	POLRMT	171	131	255	15	17	11	357	413	336	415	834	777
ENST00000322734.2	ZNF660	0	1	0	0	0	0	1	2	0	0	5	4
ENST00000339732.9	GALNT15	1	1	0	0	0	0	0	2	1	5	4	1
ENST00000276689.7	NDUFB9	464	398	703	111	48	121	1037	1217	887	1173	2349	2413
ENST00000490341.2	TUBA4B	49	54	64	3	1	7	103	127	99	113	203	228
ENST00000611257.4	TBC1D3B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000298767.9	WAPL	67	59	77	7	20	11	147	158	145	183	349	334
ENST00000263413.7	C6	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000332180.9	WASHC4	60	48	80	9	0	9	135	151	132	169	331	325
ENST00000337386.9	NAB1	6	18	18	0	1	16	26	25	23	34	80	49
ENST00000256958.2	SLCO1B1	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000467482.5	GPR143	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000256261.8	DUSP26	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000220058.8	MTFMT	10	15	42	0	3	4	34	39	30	43	85	66
ENST00000370151.8	DPCD	12	10	9	0	0	0	20	36	24	35	67	57
ENST00000008527.9	CRY1	34	34	22	2	16	0	81	95	76	99	181	166
ENST00000269576.5	KRT10	246	247	418	52	24	44	503	602	510	652	1267	1221
ENST00000356341.7	PAK1	2	0	0	0	0	0	2	1	0	1	3	1
ENST00000418511.6	TMEM253	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000319332.9	P3H2	0	0	2	0	0	0	0	0	0	0	1	0
ENST00000465342.3	POU5F1B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000376898.7	MOG	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000260731.4	KIF11	125	108	163	22	21	14	274	329	232	343	637	619
ENST00000366542.5	CEP170	55	45	110	3	2	0	132	141	97	132	252	262
ENST00000344791.6	LYSMD4	1	0	0	0	0	0	6	2	1	1	9	3
ENST00000315212.3	RNASEH1	31	55	75	17	9	19	82	106	82	82	189	214
ENST00000350375.6	POU1F1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000334743.9	PPP2R5C	91	103	238	22	1	23	216	263	218	258	525	486
ENST00000296677.4	F2RL1	0	0	0	0	0	0	0	0	1	0	0	0
ENST00000521288.1	NUDT16	16	18	21	0	0	4	33	32	30	38	64	72
ENST00000371757.6	KCNT1	0	0	0	0	0	0	0	0	0	0	2	0
ENST00000369577.7	ZNF292	13	20	22	3	0	4	41	39	33	44	93	76
ENST00000586572.1	AC006538.2	14	15	29	0	1	1	31	42	33	35	60	70
ENST00000249601.8	ARHGAP22	11	26	40	4	6	8	53	65	33	58	123	125
ENST00000297161.6	BMPER	0	0	1	0	0	0	0	0	0	0	0	1
ENST00000490879.7	SPATA1	0	0	0	0	0	0	0	1	0	0	0	0
ENST00000231420.10	AGXT2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000555993.6	MAP3K9	1	0	0	0	0	0	2	2	1	0	3	3
ENST00000417945.1	USP17L10	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000372281.7	TMEM254	0	3	0	0	0	0	2	2	6	1	9	3
ENST00000437139.6	TMEM107	8	3	0	0	0	0	10	17	6	10	28	23
ENST00000344604.9	ECM2	0	1	0	0	0	0	0	0	0	0	0	0
ENST00000586012.1	AC011499.1	3	0	12	3	0	0	4	2	1	6	10	11
ENST00000258436.9	MFSD9	6	4	14	0	0	0	17	6	11	12	30	37
ENST00000393600.7	FAM50A	92	90	170	18	0	18	235	262	200	276	473	451
ENST00000243563.7	SNRPA	281	220	416	34	23	52	575	638	492	657	1326	1277
ENST00000307050.5	OTUD7A	0	0	0	0	0	0	0	0	1	0	0	0
ENST00000316939.2	GADD45GIP1	152	133	155	19	21	18	310	326	280	361	677	670
ENST00000296526.11	GRIA2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000328963.9	P2RX7	0	0	0	0	0	0	0	0	0	1	0	1
ENST00000233710.3	ACADL	0	0	1	0	0	0	0	0	0	0	0	0
ENST00000304920.3	IL17D	1	0	0	0	0	0	0	0	0	0	1	0
ENST00000335542.12	GHRL	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000310015.10	SP3	79	77	200	20	12	34	172	211	147	196	415	417
ENST00000321341.10	ME2	46	44	39	8	15	8	108	126	87	119	229	261
ENST00000249806.10	CLN6	54	38	95	4	14	12	107	133	105	145	254	288
ENST00000244227.7	SNRNP27	57	57	89	11	7	2	152	144	118	143	266	258
ENST00000013125.8	MAP4K5	11	19	28	13	0	0	28	41	34	49	91	85
ENST00000307078.9	AXIN2	4	3	5	0	0	0	9	6	9	4	14	13
ENST00000397829.8	TCP10	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000232375.7	PFKFB4	11	13	31	0	6	0	23	36	22	28	59	75
ENST00000307712.10	SEC23A	44	30	31	6	4	0	71	72	72	70	184	139
ENST00000366899.3	DUSP10	6	2	17	0	0	0	8	10	11	10	21	17
ENST00000435819.5	CD36	0	0	0	0	0	5	0	1	1	0	1	0
ENST00000291527.2	TFF1	0	0	5	0	0	0	0	0	0	0	0	0
ENST00000303577.6	PCBP1	873	801	1452	75	109	164	1830	2104	1641	2247	4156	4351
ENST00000635964.1	AC008735.6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000306149.11	CSDC2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000557564.1	AL049779.1	13	11	13	5	0	4	24	30	19	34	51	59
ENST00000361837.8	C16orf59	29	20	23	0	11	11	63	56	45	73	89	107
ENST00000517970.5	WWP1	11	8	5	0	1	0	8	17	12	17	34	37
ENST00000264005.9	LCAT	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000359595.7	HAPLN3	2	0	1	0	0	0	2	5	1	5	2	2
ENST00000370801.7	ZZZ3	38	23	83	2	6	9	83	79	66	67	145	147
ENST00000302819.9	ACOX2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000552397.5	GTSF1	252	208	347	26	18	7	560	646	457	603	1194	1241
ENST00000308731.7	BTK	121	108	208	13	25	8	291	326	248	328	622	615
ENST00000344419.7	IYD	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000318024.8	USH1C	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000503184.2	AC233724.6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000311812.6	SNX31	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000380071.7	RFC3	83	77	109	13	17	9	188	238	166	249	447	439
ENST00000267205.6	RHOF	0	0	0	0	0	0	2	2	2	3	6	3
ENST00000354841.4	FMO1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000444204.2	ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000361390.2	MT-ND1	448	411	1079	91	122	132	1077	1110	980	1353	2761	2736
ENST00000499023.6	PLRG1	163	113	258	28	16	29	306	371	246	389	704	716
ENST00000592782.5	NMT1	243	191	319	25	37	32	489	527	412	570	1121	1138
ENST00000396987.7	GPAT4	38	38	72	17	20	0	79	105	91	110	229	211
ENST00000382743.8	SIRT3	13	11	20	0	0	0	27	31	19	26	70	66
ENST00000478945.1	DPPA2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000300107.7	CLPX	102	108	209	3	4	21	262	314	240	296	575	531
ENST00000264170.8	KYNU	34	40	51	10	11	5	83	114	94	105	214	204
ENST00000339994.4	KCNJ11	2	0	1	0	0	0	0	4	3	2	8	16
ENST00000343629.10	TLDC1	9	13	21	0	0	0	28	23	31	46	67	76
ENST00000272223.2	OSR1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000376530.7	TTYH1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000379719.7	IPO7	278	279	562	38	32	32	657	750	594	738	1552	1535
ENST00000398250.5	PLPP4	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000341276.9	ENO4	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000368790.3	CRCT1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000360184.8	DYNC1H1	229	180	298	11	21	38	478	487	457	501	1107	1035
ENST00000457855.1	BRPF1	45	39	92	0	14	0	95	117	76	110	222	219
ENST00000495380.6	NBPF6	2	0	0	0	0	0	0	1	1	1	1	1
ENST00000335510.6	DEFB105B	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000179259.5	TIGAR	1	4	0	0	0	0	8	12	5	8	10	10
ENST00000329293.3	OLFML1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000259365.8	TMOD1	110	100	226	43	23	13	252	286	215	289	559	578
ENST00000542869.2	PTK6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000322122.7	TRIM72	0	0	0	0	0	0	0	0	0	0	2	0
ENST00000319285.4	DCTPP1	132	120	274	20	28	22	292	345	258	350	688	677
ENST00000561890.1	MUC22	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000372040.7	GBGT1	9	4	16	0	0	0	18	18	20	18	33	39
ENST00000396600.6	ABAT	0	0	0	0	0	0	2	0	0	0	0	1
ENST00000373491.3	TBC1D22B	11	10	32	0	0	0	33	27	20	44	76	61
ENST00000321560.3	PLD6	27	22	55	1	0	10	40	55	49	67	128	128
ENST00000396857.6	MAP4K1	0	0	0	0	0	0	0	1	0	0	1	1
ENST00000324913.9	CHCHD5	21	23	28	0	0	0	49	62	37	71	133	103
ENST00000303334.8	CES3	2	0	1	0	0	0	2	2	0	2	2	2
ENST00000407595.2	CCDC85A	0	1	0	0	0	0	0	0	0	0	0	1
ENST00000396954.7	MOCS2	25	14	25	0	0	12	49	74	39	40	108	110
ENST00000354957.7	ZNF649	3	5	11	5	7	1	18	13	7	17	30	34
ENST00000332378.5	KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000281496.6	VWA8	45	35	26	12	8	0	76	94	65	94	184	157
ENST00000167462.9	LLGL2	18	29	37	5	0	5	44	72	36	62	115	102
ENST00000636580.1	ATP6AP2	112	98	196	17	8	36	280	332	225	289	644	632
ENST00000409031.5	SMPD4	126	108	239	29	3	29	296	369	283	370	747	789
ENST00000524325.5	TSNARE1	8	1	0	1	0	0	17	16	19	27	40	50
ENST00000464121.2	MT1HL1	0	0	1	0	0	0	1	2	1	1	3	2
ENST00000379516.6	SNX2	120	107	140	3	7	12	258	282	217	283	541	573
ENST00000334384.3	ARGFX	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000412830.7	PWP1	167	143	308	51	13	21	396	424	348	483	926	899
ENST00000394329.7	FAT4	0	0	0	0	0	0	0	1	0	2	1	1
ENST00000543872.6	SMG8	47	64	102	9	3	27	134	125	129	152	300	288
ENST00000396076.5	LDHB	1584	1460	2510	230	216	233	3694	4085	3232	4064	8017	8111
ENST00000380989.6	PITRM1	98	79	156	5	0	7	190	203	171	240	454	474
ENST00000356924.8	ABCD4	12	13	2	6	0	11	31	40	27	36	53	68
ENST00000281273.8	QTRT2	30	22	48	0	10	0	63	73	51	62	132	125
ENST00000324932.11	NUP98	210	177	312	63	30	22	426	479	422	498	973	953
ENST00000228534.5	IL23A	0	0	0	0	0	0	0	1	0	0	2	4
ENST00000380808.6	MTUS2	0	0	0	0	0	0	1	0	0	1	2	0
ENST00000371906.4	AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000312046.10	OXR1	13	15	37	3	10	0	42	56	33	45	74	81
ENST00000298251.4	HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000564104.5	TPPP3	0	0	5	0	0	0	0	1	0	0	0	0
ENST00000551659.5	TMTC1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000283249.6	ITGB6	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000295901.8	PSMD6	207	163	341	11	20	30	442	527	411	531	1058	1032
ENST00000392476.6	SEC14L1	67	54	124	25	32	1	152	202	137	159	389	382
ENST00000244137.11	PEPD	30	20	29	9	2	3	56	58	49	64	172	143
ENST00000521389.5	RNF130	14	15	31	1	0	9	37	57	32	52	97	99
ENST00000604404.5	FXYD3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000327787.12	FAAP100	13	9	20	0	0	0	32	28	25	35	74	88
ENST00000295569.11	FAM19A4	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000396137.4	JMY	1	4	7	0	0	0	12	9	5	17	15	30
ENST00000566621.5	C15orf41	13	16	40	0	0	15	38	49	30	45	107	95
ENST00000246535.3	PDCD2L	74	42	110	10	6	8	125	154	117	148	287	258
ENST00000261383.3	DNAH3	0	0	4	0	0	0	4	3	0	2	2	4
